"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"387","M0QZ28;A0A804HHU2;A0A804HHT6;A0A7P0Z4D7;A0A7P0TBH9;Q9Y4J8;M0R021;A0A804HLB1;A0A804HII3;A0A7P0T8G2;A0A7P0TBG1;A0A7P0T8J4;A0A804HKZ4;A0A7P0T8Y5;A0A7P0T9L1;E9PEY4;E7EVB6;O60941","M0QZ28;A0A804HHU2;A0A804HHT6;A0A7P0Z4D7;A0A7P0TBH9;Q9Y4J8;M0R021;A0A804HLB1;A0A804HII3;A0A7P0T8G2;A0A7P0TBG1;A0A7P0T8J4;A0A804HKZ4;A0A7P0T8Y5;A0A7P0T9L1;E9PEY4;E7EVB6;O60941","M0QZ28;A0A804HHU2;A0A804HHT6;A0A7P0Z4D7;A0A7P0TBH9;Q9Y4J8;M0R021;A0A804HLB1;A0A804HII3;A0A7P0T8G2;A0A7P0TBG1;A0A7P0T8J4;A0A804HKZ4;A0A7P0T8Y5;A0A7P0T9L1","3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1","3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1","3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1","Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrevin;Dystrobrevin;Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrevin alpha (Fragment);Dystrobrevin alpha;Dystrobrevin alpha;Dystrobrev",18,3,3,3
"388","A0A7P0Z455;Q8TE73;H0Y7V4;A0A075B6F3;Q96JB1;H3BLZ4","A0A7P0Z455;Q8TE73;H0Y7V4;A0A075B6F3;Q96JB1;H3BLZ4","A0A7P0Z455;Q8TE73","42;42;5;5;5;2","42;42;5;5;5;2","40;40;4;4;4;2","Dynein axonemal heavy chain 5;Dynein axonemal heavy chain 5",6,42,42,40
"389","A0A7P0Z497;P23284;A0A7P0TB45;A0A7P0T7U3","A0A7P0Z497;P23284;A0A7P0TB45;A0A7P0T7U3","A0A7P0Z497;P23284;A0A7P0TB45","9;9;8;3","9;9;8;3","9;9;8;3","Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase B;Peptidyl-prolyl cis-trans isomerase",4,9,9,9
"390","E7EX90;A0A7P0Z4C3;A0A804CDA6;Q14203;Q6AWB1;E7EWF7;C9JJD0;C9JKG6;E9PCY0;C9J1B7;C9JZA4;C9JTE5;C9JJN7","E7EX90;A0A7P0Z4C3;A0A804CDA6;Q14203;Q6AWB1;E7EWF7;C9JJD0;C9JKG6;E9PCY0;C9J1B7;C9JZA4;C9JTE5;C9JJN7","E7EX90;A0A7P0Z4C3;A0A804CDA6;Q14203;Q6AWB1","18;18;18;18;10;5;2;2;2;1;1;1;1","18;18;18;18;10;5;2;2;2;1;1;1;1","18;18;18;18;10;5;2;2;2;1;1;1;1","Dynactin subunit 1;Dynactin subunit 1;Dynactin subunit 1;Dynactin subunit 1;Dynactin subunit 1",13,18,18,18
"391","A0A7P0Z4D3;Q92973;A0A7P0T9C0;A0A7P0TBF0;A0A7P0T944;A0A075B780;O14787;E7EW37;S4R398","A0A7P0Z4D3;Q92973;A0A7P0T9C0;A0A7P0TBF0;A0A7P0T944;A0A075B780;O14787;E7EW37;S4R398","A0A7P0Z4D3;Q92973;A0A7P0T9C0;A0A7P0TBF0;A0A7P0T944","7;7;6;6;5;2;2;1;1","7;7;6;6;5;2;2;1;1","7;7;6;6;5;2;2;1;1","Transportin-1;Transportin-1;Transportin-1;Transportin-1;Transportin-1",9,7,7,7
"392","A0A7P0Z4F9;P55265;A0A3B3ISU1;A0A3B3IRQ9;A0A7P0Z4K3;A0A3B3ISX1;A0A3B3ITG9;A0A7P0TA14","A0A7P0Z4F9;P55265;A0A3B3ISU1;A0A3B3IRQ9;A0A7P0Z4K3;A0A3B3ISX1;A0A3B3ITG9;A0A7P0TA14","A0A7P0Z4F9;P55265;A0A3B3ISU1;A0A3B3IRQ9;A0A7P0Z4K3;A0A3B3ISX1;A0A3B3ITG9","6;6;5;5;5;4;3;2","6;6;5;5;5;4;3;2","6;6;5;5;5;4;3;2","Double-stranded RNA-specific adenosine deaminase;Double-stranded RNA-specific adenosine deaminase;Double-stranded RNA-specific adenosine deaminase;Double-stranded RNA-specific adenosine deaminase (Fragment);Double-stranded RNA-specific adenosine deaminase;",8,6,6,6
"393","F6WIT2;A6PVN5;A0A804CD06;Q15257;B7ZBQ0;A6PVN7;Q68CR8;A6PVN8;C9IZ76;A6PVN6;Q5T949","F6WIT2;A6PVN5;A0A804CD06;Q15257;B7ZBQ0;A6PVN7;Q68CR8;A6PVN8;C9IZ76;A6PVN6;Q5T949","F6WIT2;A6PVN5;A0A804CD06;Q15257;B7ZBQ0;A6PVN7;Q68CR8;A6PVN8;C9IZ76;A6PVN6;Q5T949","2;2;2;2;1;1;1;1;1;1;1","2;2;2;2;1;1;1;1;1;1;1","2;2;2;2;1;1;1;1;1;1;1","Serine/threonine-protein phosphatase 2A activator;Serine/threonine-protein phosphatase 2A activator;Serine/threonine-protein phosphatase 2A activator;Serine/threonine-protein phosphatase 2A activator;Serine/threonine-protein phosphatase 2A activator;Serine",11,2,2,2
"394","A0A804HJU2;A0A804HIK5;A0A804HHV5;A0A804HK25;A0A804HI33;A0A804HJQ5;A0A804HK50;H3BRL0;A0A804HKF2;A0A804HJ30;A0A804HKL9;A0A804HIE1;A0A804HJV0;Q9BXC9;A0A804HJV2;A0A804HKI7","A0A804HJU2;A0A804HIK5;A0A804HHV5;A0A804HK25;A0A804HI33;A0A804HJQ5;A0A804HK50;H3BRL0;A0A804HKF2;A0A804HJ30;A0A804HKL9;A0A804HIE1;A0A804HJV0;Q9BXC9;A0A804HJV2;A0A804HKI7","A0A804HJU2;A0A804HIK5;A0A804HHV5;A0A804HK25;A0A804HI33;A0A804HJQ5;A0A804HK50;H3BRL0;A0A804HKF2;A0A804HJ30;A0A804HKL9;A0A804HIE1;A0A804HJV0;Q9BXC9;A0A804HJV2","3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1","3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1","3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1","BBS2_C domain-containing protein (Fragment);Bardet-Biedl syndrome 2 protein;Bardet-Biedl syndrome 2 protein;Bardet-Biedl syndrome 2 protein;Bardet-Biedl syndrome 2 protein;Bardet-Biedl syndrome 2 protein;Bardet-Biedl syndrome 2 protein;Bardet-Biedl syndrom",16,3,3,3
"395","A0A804HJ57;A0A804HI02;A0A804HIN6;A0A804HI57;A0A804HJ32;A0A804HIU1;A0A804HLI2;A0A804HHW7;A0A804HL62;A0A804HLF8;J3KR97;A0A804HKT8;A0A804HJY5;Q9BTW9;A0A0J9YYG2;A0A0J9YVU1;I3L163;I3L439;A0A804HKB9;A0A0J9YWI5;A0A0J9YVR1;A0A804HL21;A0A804HJU6;A0A804HIC0","A0A804HJ57;A0A804HI02;A0A804HIN6;A0A804HI57;A0A804HJ32;A0A804HIU1;A0A804HLI2;A0A804HHW7;A0A804HL62;A0A804HLF8;J3KR97;A0A804HKT8;A0A804HJY5;Q9BTW9;A0A0J9YYG2;A0A0J9YVU1;I3L163;I3L439;A0A804HKB9;A0A0J9YWI5;A0A0J9YVR1;A0A804HL21;A0A804HJU6;A0A804HIC0","A0A804HJ57;A0A804HI02;A0A804HIN6;A0A804HI57;A0A804HJ32;A0A804HIU1;A0A804HLI2;A0A804HHW7;A0A804HL62;A0A804HLF8;J3KR97;A0A804HKT8;A0A804HJY5;Q9BTW9;A0A0J9YYG2;A0A0J9YVU1;I3L163;I3L439;A0A804HKB9;A0A0J9YWI5;A0A0J9YVR1;A0A804HL21;A0A804HJU6;A0A804HIC0","2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1","2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1","2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1","Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chaperone D;Tubulin-specific chapero",24,2,2,2
"396","F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;A0A804HK74","F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;A0A804HK74","F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;A0A804HK74","3;3;3;3;3;3;3;3;2","3;3;3;3;3;3;3;3;2","3;3;3;3;3;3;3;3;2","Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component;Gamma-tubulin complex component ",9,3,3,3
"397","A0A804HJZ1;A0A804HIG4;A0A804HKR3;A0A804HL40;A0A804HK30;A0A804HLG8;A0A804HIN4;A0A804HKI2;P42704;A0A804HI14;A0A804HKJ0;A0A804HIQ7;A0A804HI40;A0A804HHY9;A0A804HJI0;A0A804HK02;C9JCA9;B8ZZ38;A0A804HJH8;A0A804HJA1;A0A804HIV5;A0A804HKK7;A0A804HKX6;A0A0C4DG06;H7C3W8;A0A804HKR5;A0A804HKX0;A0A804HJG8;A0A804HLL8","A0A804HJZ1;A0A804HIG4;A0A804HKR3;A0A804HL40;A0A804HK30;A0A804HLG8;A0A804HIN4;A0A804HKI2;P42704;A0A804HI14;A0A804HKJ0;A0A804HIQ7;A0A804HI40;A0A804HHY9;A0A804HJI0;A0A804HK02;C9JCA9;B8ZZ38;A0A804HJH8;A0A804HJA1;A0A804HIV5;A0A804HKK7;A0A804HKX6;A0A0C4DG06;H7C3W8;A0A804HKR5;A0A804HKX0;A0A804HJG8;A0A804HLL8","A0A804HJZ1;A0A804HIG4;A0A804HKR3;A0A804HL40;A0A804HK30;A0A804HLG8;A0A804HIN4;A0A804HKI2;P42704;A0A804HI14;A0A804HKJ0;A0A804HIQ7;A0A804HI40;A0A804HHY9;A0A804HJI0","28;28;28;28;28;28;28;28;28;27;27;26;26;25;19;12;12;12;12;11;11;10;6;6;4;4;4;2;1","28;28;28;28;28;28;28;28;28;27;27;26;26;25;19;12;12;12;12;11;11;10;6;6;4;4;4;2;1","28;28;28;28;28;28;28;28;28;27;27;26;26;25;19;12;12;12;12;11;11;10;6;6;4;4;4;2;1","Leucine-rich PPR motif-containing protein, mitochondrial;Leucine-rich PPR motif-containing protein, mitochondrial;Leucine-rich PPR motif-containing protein, mitochondrial;Leucine-rich PPR motif-containing protein, mitochondrial;Leucine-rich PPR motif-conta",29,28,28,28
"398","A0A804HII9;A0A804HK61;A0A804HKE2;P12814;A0A804HIN7;A0A7I2V4Y4;A0A804HJU8;A0A804HLD0;A0A804HLF4;H9KV75;A0A804HL31;H0YJW3;G3V2N5;A0A804HJQ9;G3V2W4;H7C5W8;A0A494C1A0;A0A804HI95;P35609;H0YJ11;A0A804HJN7;Q08043;A0A804HIY0;A0A804HKG0;A0A494C033;A0A494C166;G3V5M4;G3V2X9;A0A087WSZ2;A0A494C0Q3;G3V2E8;A0A494C060;G3V380;A0A494C031","A0A804HII9;A0A804HK61;A0A804HKE2;P12814;A0A804HIN7;A0A7I2V4Y4;A0A804HJU8;A0A804HLD0;A0A804HLF4;H9KV75;A0A804HL31;H0YJW3;G3V2N5;A0A804HJQ9;G3V2W4;H7C5W8;A0A494C1A0;A0A804HI95;P35609;H0YJ11;A0A804HJN7;Q08043;A0A804HIY0;A0A804HKG0;A0A494C033;A0A494C166;G3V5M4;G3V2X9;A0A087WSZ2;A0A494C0Q3;G3V2E8;A0A494C060;G3V380;A0A494C031","A0A804HII9;A0A804HK61;A0A804HKE2;P12814;A0A804HIN7;A0A7I2V4Y4;A0A804HJU8;A0A804HLD0;A0A804HLF4;H9KV75;A0A804HL31","52;51;51;51;50;50;49;49;48;46;46;16;16;16;14;14;13;13;13;12;11;9;8;8;8;8;7;7;7;6;4;4;2;1","35;34;35;34;34;34;34;33;31;32;32;12;9;8;8;10;4;4;4;9;6;2;3;2;2;2;3;3;2;2;1;1;2;1","35;34;35;34;34;34;34;33;31;32;32;12;9;8;8;10;4;4;4;9;6;2;3;2;2;2;3;3;2;2;1;1;2;1","Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1 (Fragment);Alpha-actinin-1;Alpha-actinin-1;Alpha-actinin-1",34,52,35,35
"399","A0A804HIJ5;Q8TC05;F5H529;H0YGX6","A0A804HIJ5;Q8TC05;F5H529;H0YGX6","A0A804HIJ5;Q8TC05","10;10;3;2","10;10;3;2","10;10;3;2","Nuclear protein MDM1;Nuclear protein MDM1",4,10,10,10
"400","A0A804HL42;A0A804HIZ6;O75665;A0A804HK70;A6NF31;A0A804HHU8","A0A804HL42;A0A804HIZ6;O75665;A0A804HK70;A6NF31;A0A804HHU8","A0A804HL42;A0A804HIZ6;O75665;A0A804HK70;A6NF31;A0A804HHU8","2;2;2;1;1;1","2;2;2;1;1;1","2;2;2;1;1;1","Centriole and centriolar satellite protein OFD1;Centriole and centriolar satellite protein OFD1;Centriole and centriolar satellite protein OFD1;Centriole and centriolar satellite protein OFD1;Centriole and centriolar satellite protein OFD1;Centriole and ce",6,2,2,2
"401","A0A804HJL2;A0A804HL02;A0A804HJ31;A0A804HK37;A0A804HJ24;A0A804HKE8;A0A804HLJ9;Q9HCC0;A0A804HJ84;A0A804HJC1;A0A804HKH3","A0A804HJL2;A0A804HL02;A0A804HJ31;A0A804HK37;A0A804HJ24;A0A804HKE8;A0A804HLJ9;Q9HCC0;A0A804HJ84;A0A804HJC1;A0A804HKH3","A0A804HJL2;A0A804HL02;A0A804HJ31;A0A804HK37;A0A804HJ24;A0A804HKE8;A0A804HLJ9;Q9HCC0;A0A804HJ84;A0A804HJC1","4;4;4;4;4;4;4;4;3;2;1","4;4;4;4;4;4;4;4;3;2;1","4;4;4;4;4;4;4;4;3;2;1","Methylcrotonoyl-CoA carboxylase (Fragment);Methylcrotonoyl-CoA carboxylase;Methylcrotonoyl-CoA carboxylase;Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial;Methylcrotonoyl-CoA carboxylase;Methylcrotonoyl-CoA carboxylase;Methylcrotonoyl-CoA carboxy",11,4,4,4
"402","A0A804HJA4;J3KN16;Q5VYK3;R4GMY3;R4GMY1","A0A804HJA4;J3KN16;Q5VYK3;R4GMY3;R4GMY1","A0A804HJA4;J3KN16;Q5VYK3;R4GMY3;R4GMY1","2;2;2;1;1","2;2;2;1;1","2;2;2;1;1","Proteasome adapter and scaffold protein ECM29;Proteasome adapter and scaffold protein ECM29;Proteasome adapter and scaffold protein ECM29;Proteasome adapter and scaffold protein ECM29 (Fragment);Proteasome adapter and scaffold protein ECM29 (Fragment)",5,2,2,2
"403","H3BPH4;H3BV55;A0A804HKA7;O15305;H3BR08;H3BM92;H3BV34;H3BT06;H3BNY9;H3BRM0","H3BPH4;H3BV55;A0A804HKA7;O15305;H3BR08;H3BM92;H3BV34;H3BT06;H3BNY9;H3BRM0","H3BPH4;H3BV55;A0A804HKA7;O15305;H3BR08;H3BM92;H3BV34;H3BT06;H3BNY9;H3BRM0","2;2;2;2;1;1;1;1;1;1","2;2;2;2;1;1;1;1;1;1","2;2;2;2;1;1;1;1;1;1","Phosphomannomutase (Fragment);Phosphomannomutase;Phosphomannomutase;Phosphomannomutase 2;Phosphomannomutase;Phosphomannomutase;Phosphomannomutase;Phosphomannomutase;Phosphomannomutase;Phosphomannomutase",10,2,2,2
"404","E9PMH2;A0A804HKH9;O00170;A0A804HJ46;A0A804HKK3;A0A804HKL7;A0A804HIX8;A0A804HJ38;V9GYQ3;A0A804HKP8","E9PMH2;A0A804HKH9;O00170;A0A804HJ46;A0A804HKK3;A0A804HKL7;A0A804HIX8;A0A804HJ38;V9GYQ3;A0A804HKP8","E9PMH2;A0A804HKH9;O00170;A0A804HJ46;A0A804HKK3;A0A804HKL7;A0A804HIX8;A0A804HJ38;V9GYQ3","3;3;3;2;2;2;2;2;2;1","3;3;3;2;2;2;2;2;2;1","3;3;3;2;2;2;2;2;2;1","Peptidylprolyl isomerase;Peptidylprolyl isomerase (Fragment);AH receptor-interacting protein;AH receptor-interacting protein;AH receptor-interacting protein;AH receptor-interacting protein;Peptidylprolyl isomerase;Peptidylprolyl isomerase;Peptidylprolyl is",10,3,3,3
"405","A0A804HKW2;Q658L1;H3BVD4","A0A804HKW2;Q658L1;H3BVD4","A0A804HKW2;Q658L1","5;5;1","5;5;1","5;5;1","Stabilizer of axonemal microtubules 2;Stabilizer of axonemal microtubules 2",3,5,5,5
"406","A0A8C8KBL6;P23229;H7BZ97","A0A8C8KBL6;P23229;H7BZ97","A0A8C8KBL6;P23229;H7BZ97","2;2;1","2;2;1","2;2;1","Integrin alpha-6;Integrin alpha-6;Integrin alpha-6 (Fragment)",3,2,2,2
"407","A0A8C8KQ56;A8MYP8;B5MC17;B5MCN9","A0A8C8KQ56;A8MYP8;B5MC17;B5MCN9","A0A8C8KQ56;A8MYP8;B5MC17","8;8;7;1","8;8;7;1","8;8;7;1","Outer dense fiber protein 3B;Outer dense fiber protein 3B;Outer dense fiber protein 3B",4,8,8,8
"408","A0A8C8MSB2;O00330;E9PLU0;E9PRI6;H0YD97","A0A8C8MSB2;O00330;E9PLU0;E9PRI6;H0YD97","A0A8C8MSB2;O00330;E9PLU0;E9PRI6;H0YD97","2;2;1;1;1","2;2;1;1;1","2;2;1;1;1","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex;Pyruvate dehydrogenase protein X component, mitochondrial;Pyruvate dehydrogenase protein X component, mitochondrial (Fragment);Pyruvate dehydrogenase protein X component, mitoch",5,2,2,2
"409","A0A8C8MUD1;Q12904;A0A8C8KIA0;A0A804HJ47;A0A5F9ZHC5;D6R937","A0A8C8MUD1;Q12904;A0A8C8KIA0;A0A804HJ47;A0A5F9ZHC5;D6R937","A0A8C8MUD1;Q12904;A0A8C8KIA0;A0A804HJ47;A0A5F9ZHC5","4;4;3;3;3;1","4;4;3;3;3;1","4;4;3;3;3;1","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Aminoacyl tRNA synthase complex-interacting mu",6,4,4,4
"410","A0A8I5KND9;A0A8I5KYZ4;A0A8I5KNP3;A0A8I5KNN2;Q9NR30","A0A8I5KND9;A0A8I5KYZ4;A0A8I5KNP3;A0A8I5KNN2;Q9NR30","A0A8I5KND9;A0A8I5KYZ4;A0A8I5KNP3;A0A8I5KNN2;Q9NR30","2;2;2;2;2","2;2;2;2;2","2;2;2;2;2","RNA helicase;RNA helicase;RNA helicase;RNA helicase;Nucleolar RNA helicase 2",5,2,2,2
"411","B7Z9S8;A0A8I5KNT2;P05026","B7Z9S8;A0A8I5KNT2;P05026","B7Z9S8;A0A8I5KNT2;P05026","3;3;3","3;3;3","3;3;3","Sodium/potassium-transporting ATPase subunit beta;Sodium/potassium-transporting ATPase subunit beta;Sodium/potassium-transporting ATPase subunit beta-1",3,3,3,3
"412","A0A8I5KT04;A0A8I5KYX1;A0A8I5KX14;A0A8I5KWK4;A0A8I5KUU2;A0A8I5KYB6;A0A8I5KP73;A0A8I5KSG5;A0A8I5KSN5;Q9HBG6;H0Y978;A0A8I5KYT5;A0A8I5QL25;A0A8I5QKR8;A0A8J9A3C6;A0A8I5QKJ5;A0A8I5KX44;A0A8I5QKV6;A0A8I5KSV0;A0A8I5KTL4;A0A8I5QKX8;A0A8I5KQ16;A0A8I5QKV2;A0A8I5KVC7;A0A8I5KXT5;A0A8I5KS77;A0A8I5KTT9;A0A8I5KXC8;A0A8I5QL12;A0A8I5KUV2;D6RIB5;A0A8I5KR03;A0A8I5QJE0;A0A8I5KNX7;A0A8I5QKY6;A0A8I5KUY3;A0A8I5KW25;A0A8I5KPB4;A0A8I5KTI2;A0A8I5KW32;A0A8I5KS91;A0A8I5KR07;A0A8I5KRP5;A0A8I5KXA7;A0A8I5KQF6;H0Y9Q2;A0A8I5KT76;H0YAG9;H0YAG6;D6RAF7;A0A8I5KT78;H0Y9E1;A0A8C8L0T3;A0A8I5KSQ0;A0A8I5KZ03;A0A8I5KV39;A0A8I5KUK8;A0A8I5QJX4;H0Y9I6","A0A8I5KT04;A0A8I5KYX1;A0A8I5KX14;A0A8I5KWK4;A0A8I5KUU2;A0A8I5KYB6;A0A8I5KP73;A0A8I5KSG5;A0A8I5KSN5;Q9HBG6;H0Y978;A0A8I5KYT5;A0A8I5QL25;A0A8I5QKR8;A0A8J9A3C6;A0A8I5QKJ5;A0A8I5KX44;A0A8I5QKV6;A0A8I5KSV0;A0A8I5KTL4;A0A8I5QKX8;A0A8I5KQ16;A0A8I5QKV2;A0A8I5KVC7;A0A8I5KXT5;A0A8I5KS77;A0A8I5KTT9;A0A8I5KXC8;A0A8I5QL12;A0A8I5KUV2;D6RIB5;A0A8I5KR03;A0A8I5QJE0;A0A8I5KNX7;A0A8I5QKY6;A0A8I5KUY3;A0A8I5KW25;A0A8I5KPB4;A0A8I5KTI2;A0A8I5KW32;A0A8I5KS91;A0A8I5KR07;A0A8I5KRP5;A0A8I5KXA7;A0A8I5KQF6;H0Y9Q2;A0A8I5KT76;H0YAG9;H0YAG6;D6RAF7;A0A8I5KT78;H0Y9E1;A0A8C8L0T3;A0A8I5KSQ0;A0A8I5KZ03;A0A8I5KV39;A0A8I5KUK8;A0A8I5QJX4;H0Y9I6","A0A8I5KT04;A0A8I5KYX1;A0A8I5KX14;A0A8I5KWK4;A0A8I5KUU2;A0A8I5KYB6;A0A8I5KP73;A0A8I5KSG5;A0A8I5KSN5;Q9HBG6;H0Y978;A0A8I5KYT5;A0A8I5QL25;A0A8I5QKR8;A0A8J9A3C6;A0A8I5QKJ5;A0A8I5KX44;A0A8I5QKV6;A0A8I5KSV0;A0A8I5KTL4;A0A8I5QKX8;A0A8I5KQ16;A0A8I5QKV2;A0A8I5KVC7;A0A8I5KXT5;A0A8I5KS77;A0A8I5KTT9;A0A8I5KXC8;A0A8I5QL12;A0A8I5KUV2;D6RIB5;A0A8I5KR03;A0A8I5QJE0;A0A8I5KNX7;A0A8I5QKY6;A0A8I5KUY3;A0A8I5KW25;A0A8I5KPB4;A0A8I5KTI2","11;11;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;8;8;8;7;7;7;6;6;6;6;6;6;6;5;5;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1","11;11;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;8;8;8;7;7;7;6;6;6;6;6;6;6;5;5;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1","11;11;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;8;8;8;7;7;7;6;6;6;6;6;6;6;5;5;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1","Intraflagellar transport protein 122 homolog;Intraflagellar transport protein 122 homolog;Intraflagellar transport protein 122 homolog;Intraflagellar transport protein 122 homolog;Intraflagellar transport protein 122 homolog;Intraflagellar transport protei",59,11,11,11
"413","E9PNG3;A0A8I5QJA6;E9PLT0;A0A8I5KPC0;A0A8I5KXH5;A0A8I5KPJ6;A0A8I5KV85;A0A8I5QKX0;A0A8I5KW72;O75534;A0A8I5KW29;A0A8I5KS07;A0A8I5KPQ8;A0A8I5KWW0;A0A8I5KXL1;A0A8I5KYL8;A0A8I5KTQ3","E9PNG3;A0A8I5QJA6;E9PLT0;A0A8I5KPC0;A0A8I5KXH5;A0A8I5KPJ6;A0A8I5KV85;A0A8I5QKX0;A0A8I5KW72;O75534;A0A8I5KW29;A0A8I5KS07;A0A8I5KPQ8;A0A8I5KWW0;A0A8I5KXL1;A0A8I5KYL8;A0A8I5KTQ3","E9PNG3;A0A8I5QJA6;E9PLT0;A0A8I5KPC0;A0A8I5KXH5;A0A8I5KPJ6;A0A8I5KV85;A0A8I5QKX0;A0A8I5KW72;O75534;A0A8I5KW29;A0A8I5KS07;A0A8I5KPQ8;A0A8I5KWW0;A0A8I5KXL1;A0A8I5KYL8;A0A8I5KTQ3","3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2","3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2","3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2","Cold shock domain-containing protein E1;Cold shock domain-containing protein E1;Cold shock domain-containing protein E1;Cold shock domain-containing protein E1;Cold shock domain-containing protein E1;Cold shock domain-containing protein E1;Cold shock domai",17,3,3,3
"414","A0A8I5KSV3;A0A8I5KVX9;A0A8I5KYV8;A0A8I5KQ98;A0A8I5KTE5;A0A8I5QKX6;A0A8I5KXF8;A0A8I5KQH9;A0A8I5KSF0;A0A8I5KWY9;Q08378;A0A8I5KQN2;A0A8I5KW20;A0A8I5KU25;A0A8I5QKK4;A0A8I5QJ69;A0A8I5KSX1","A0A8I5KSV3;A0A8I5KVX9;A0A8I5KYV8;A0A8I5KQ98;A0A8I5KTE5;A0A8I5QKX6;A0A8I5KXF8;A0A8I5KQH9;A0A8I5KSF0;A0A8I5KWY9;Q08378;A0A8I5KQN2;A0A8I5KW20;A0A8I5KU25;A0A8I5QKK4;A0A8I5QJ69;A0A8I5KSX1","A0A8I5KSV3;A0A8I5KVX9;A0A8I5KYV8;A0A8I5KQ98;A0A8I5KTE5;A0A8I5QKX6;A0A8I5KXF8;A0A8I5KQH9;A0A8I5KSF0;A0A8I5KWY9;Q08378;A0A8I5KQN2;A0A8I5KW20;A0A8I5KU25;A0A8I5QKK4;A0A8I5QJ69","5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1","5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1","5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1","Golgin subfamily A member 3 (Fragment);Golgin subfamily A member 3 (Fragment);Golgin subfamily A member 3 (Fragment);Golgin subfamily A member 3 (Fragment);Golgin subfamily A member 3 (Fragment);Golgin subfamily A member 3 (Fragment);Golgin subfamily A mem",17,5,5,5
"415","A0A8I5KTD1;A0A8J8YU24;A0A8I5KQF7;Q9NX14;A0A8I5KTJ9","A0A8I5KTD1;A0A8J8YU24;A0A8I5KQF7;Q9NX14;A0A8I5KTJ9","A0A8I5KTD1;A0A8J8YU24;A0A8I5KQF7;Q9NX14;A0A8I5KTJ9","2;2;2;2;1","2;2;2;2;1","2;2;2;2;1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial;NADH dehydrogenase [ubiquino",5,2,2,2
